payload_key	replica	category_id	transferred_rows	payload_archive	payload_archive_name	payload_archive_size_bytes	payload_archive_sha256	execution_provenance_sha256
replica_0092__ge4tag	92	ge4tag	30743	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0092__ge4tag.tar.gz	initial200_payload_replica_0092__ge4tag.tar.gz	3795906	33a2a32fb57fe8cfa1496ae458e9af0cfd1ab8323704cb56f66a0bea54e5c34a	588db3b8ac130fe5091106ca59508bcba138ff36f8dbae199e17be409d8dbc83
replica_0093__exact3tag	93	exact3tag	108958	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0093__exact3tag.tar.gz	initial200_payload_replica_0093__exact3tag.tar.gz	13772987	b74527a20238cbe2c7fbe0f014cd8ee739580791028696295234c7aeb63f10fa	ebf1f25f0c8070de335b16e6e79e0de438687933c22a2044c26d5464ac170d2d
replica_0093__ge4tag	93	ge4tag	30596	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0093__ge4tag.tar.gz	initial200_payload_replica_0093__ge4tag.tar.gz	3683680	70b7b99b22b84a456ef4da7040d184aca73515460dbe40aface8d5758ee55227	a50a0134cbc39146f794d48f4948b89a75811987154eec9b24d64b3661fd92d1
replica_0094__exact3tag	94	exact3tag	108385	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0094__exact3tag.tar.gz	initial200_payload_replica_0094__exact3tag.tar.gz	14233835	6f790d82035b9853592005c962d7adb597d9f563f007f7f934139a1048557904	22e6376d0dac70cb69730dc7c6da825dc6340aa4c3b396fbf4dd7d163fbfe2ed
replica_0094__ge4tag	94	ge4tag	30452	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0094__ge4tag.tar.gz	initial200_payload_replica_0094__ge4tag.tar.gz	3934464	65f62e71f2c456db5ba059d1fb2f99e20e615bcb13d8245c5b3723e8519b38f8	124bf8150cf4b191057cfc3c8793d9c8f0d4ef5437c8d15b3511e8e318707d2c
replica_0095__exact3tag	95	exact3tag	108566	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0095__exact3tag.tar.gz	initial200_payload_replica_0095__exact3tag.tar.gz	15175261	0568a2490137abf2ca1528e070da3aa09f7f722e54df2a039a74406af5a25cbb	2d259ae16fbe4312a72594619f0b60670038e1973b6a8a2e9236fb0a27e8d030
replica_0095__ge4tag	95	ge4tag	30739	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0095__ge4tag.tar.gz	initial200_payload_replica_0095__ge4tag.tar.gz	4282845	8921b8ba92dbfe3f8973e8cbc4dd68e4342d133eb6bb9069bd5da4834093d15d	7b4f409702b7eee7e86536ab634c45a4f7980e945e10ada2a3728da898743cb2
replica_0096__exact3tag	96	exact3tag	108350	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0096__exact3tag.tar.gz	initial200_payload_replica_0096__exact3tag.tar.gz	14767812	636c876ed92af95e2181d27d2defe28f41e2704285bcde38ef5b0dd5c2e58558	34b275440be0e5642ab7cc027bba93cef48758f4477f739f99589c39babe3f34
replica_0096__ge4tag	96	ge4tag	30459	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0096__ge4tag.tar.gz	initial200_payload_replica_0096__ge4tag.tar.gz	4019220	8ee9d48ff0c6f1175d0a9d049adec865ba8896af84420ba1151b8c5bade545e4	ad3e79be763820e9131346a99eb6a2db337bdc64cb145422b9c5fb1c391dc578
replica_0097__exact3tag	97	exact3tag	108413	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0097__exact3tag.tar.gz	initial200_payload_replica_0097__exact3tag.tar.gz	13881306	319eafbba0bb8ea650bd78b22acb26917f638a457d6c778eb2721c15acd57b7e	a830e2d2be48a806c00952076311ea0192450e478df9e231694639b41a8b15bf
replica_0097__ge4tag	97	ge4tag	30806	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0097__ge4tag.tar.gz	initial200_payload_replica_0097__ge4tag.tar.gz	3837943	a896f644445e92a656cbe3e5a4ac29453dd603b9c4584028ae577a2cee07453a	9f3482074380d12929b7ac429653de185914d097fc577bd99f2b00e88a6dcdbf
replica_0098__exact3tag	98	exact3tag	108770	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0098__exact3tag.tar.gz	initial200_payload_replica_0098__exact3tag.tar.gz	14911951	8ff65898e426b0fefa279a3bb581adbb2f23ee782ff6dfc1c59bbd10bfdce423	6aa06a057d665bbccbab62bc5d45528ebbd8890fb041296e5bcec7effaff5b0b
replica_0098__ge4tag	98	ge4tag	30474	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0098__ge4tag.tar.gz	initial200_payload_replica_0098__ge4tag.tar.gz	4102734	cd96b0678c100480b2b7d7cbffc8103e0fb090548fbdb827fe707db778845b7f	d131985651045d73b8183faea547501d0dc65d2ca9a30b17f7df0bbae9a49a38
replica_0099__exact3tag	99	exact3tag	108514	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0099__exact3tag.tar.gz	initial200_payload_replica_0099__exact3tag.tar.gz	14210698	8dd8c59f81370a0dacc5240ce89f898cc9679d57da767ce5804cc2baa6ef2fb6	223afa3719cd909174772e5f5218f60f82981f77d9165f6fde71a2631a4c2fea
replica_0099__ge4tag	99	ge4tag	30989	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0099__ge4tag.tar.gz	initial200_payload_replica_0099__ge4tag.tar.gz	4075655	5f19c8125ab98ceee601c4e20805dcd73e1859277d8d60285b4f9d5a9976b8ec	1edf0e4997813be289d3731fdd917a8744029d272f9de337bacc5fee93630e24
replica_0100__exact3tag	100	exact3tag	109739	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0100__exact3tag.tar.gz	initial200_payload_replica_0100__exact3tag.tar.gz	14533405	f38829ea03e456259ca0590e55aea57e106953e2f64c9620e189d2d72c207612	adb10d8063942cba3690a454745941fe78dbcd90c1882375d3103ad9aec22bd6
replica_0100__ge4tag	100	ge4tag	30818	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0100__ge4tag.tar.gz	initial200_payload_replica_0100__ge4tag.tar.gz	4047336	3123fa5aeff74663f18e1f58c4e4a8c735485f1f7e38cc16a2ccb9e49e42a6a3	281393456fe5810b7dd5836d1acdfb56c26c34a0735fbd196efc75c4fe6545d2
replica_0101__exact3tag	101	exact3tag	108457	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0101__exact3tag.tar.gz	initial200_payload_replica_0101__exact3tag.tar.gz	14272070	957fa38b17d584990386dcf38ef7b7244d3ba42cf6a3235a55d5c4d264d1241a	cd780598c85359a4b77662648a9aeba90acaff18bf6320bc40cf005e9a6d07c6
replica_0101__ge4tag	101	ge4tag	30700	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0101__ge4tag.tar.gz	initial200_payload_replica_0101__ge4tag.tar.gz	3907474	c27e9c31895f1bbca8ee59ca74a452c593dbb00748bcfd1cace2e236c0fccce6	eb905860852ae60c1ed21ef71367058cbada379e2e9119a0043a63ca3d240d00
replica_0102__exact3tag	102	exact3tag	108619	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0102__exact3tag.tar.gz	initial200_payload_replica_0102__exact3tag.tar.gz	14824016	559ed7ba59223dbc650a774922e8fd8a3644ab0904b500349141b1a29aa0d524	be3b1adf236012884ac66d692077a81a1320416c3b6f92940e2406fff1593878
replica_0102__ge4tag	102	ge4tag	30588	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0102__ge4tag.tar.gz	initial200_payload_replica_0102__ge4tag.tar.gz	4168276	c4af61592062ee284f09e29d0339861e08b1e94a8fe2426bd407abb2108e6828	0979fea863b74b64a926d3070af4f5f08a60fee00acb22643f8652167bcf9664
replica_0103__exact3tag	103	exact3tag	108507	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0103__exact3tag.tar.gz	initial200_payload_replica_0103__exact3tag.tar.gz	14456982	bb58c09678b7aafcc0c72d99277edcdeae8b4f21142596a3a89bca1acd4276b5	9745ea387e118f3124380018b264edc7efe64259f4a6a6e5f37f80e8e285a24f
replica_0103__ge4tag	103	ge4tag	30685	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0103__ge4tag.tar.gz	initial200_payload_replica_0103__ge4tag.tar.gz	4078266	7b415ca5f4152f912219a157340cb7bb75a9391f5ce0cce9445a23acc947d3c8	8a9589343bbff88b455f93ec246e24887f4a4349bd54d37f9dbc1ac650f49194
replica_0104__exact3tag	104	exact3tag	108551	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0104__exact3tag.tar.gz	initial200_payload_replica_0104__exact3tag.tar.gz	15001260	fe97f904e23548de4bb151c89ee84115a28a04419a10f1b159c884fa35319915	ffa3895ee59bdddf409d615d8629ad1d45dd30447cc6430283cb1a5048fdfc0c
replica_0104__ge4tag	104	ge4tag	30404	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0104__ge4tag.tar.gz	initial200_payload_replica_0104__ge4tag.tar.gz	4281943	0ff5a635727203814c546d3aa16714470e0934217773d3d27c72b21c7e62442c	c4cdaea696ba4ecb51a3e2e030351149a7b791815d658d8cfdb3ce44894f3cae
replica_0105__exact3tag	105	exact3tag	108991	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0105__exact3tag.tar.gz	initial200_payload_replica_0105__exact3tag.tar.gz	14310809	cf6e7be975a467893d8875b541eba0c039915f0eefe54bc7f25bded724290935	690491eeca86f50f9d978e4681036bd852d90e069947b4b096a99497e3151236
replica_0105__ge4tag	105	ge4tag	30768	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0105__ge4tag.tar.gz	initial200_payload_replica_0105__ge4tag.tar.gz	4236113	a35dc7c7015790f5c89c431edbcb44e18673ba088d2c70ee69d6bfa6a53fd0d8	a48652312da9173449a61be877c87986b19027fd9953a89d2769742189ae93f6
replica_0106__exact3tag	106	exact3tag	108181	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0106__exact3tag.tar.gz	initial200_payload_replica_0106__exact3tag.tar.gz	14764578	1b4775f3198c302517d162f844d7e21b680b80f2742b5b3c1cf90ffdcc0189ae	35adfa1b117561bcf8b4acac19a2e73c0e3539ac396d3e8d67b2cb19b9bc59a4
replica_0106__ge4tag	106	ge4tag	30695	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0106__ge4tag.tar.gz	initial200_payload_replica_0106__ge4tag.tar.gz	4318964	0c8eab0d48aec2b981cfee0d85d1c27da9a5fde2aeecfcb5920c3c6511b02acf	696390b34c6b741c3226cbda0ba54e6a6571a6d7b647ff570c7604cb1b53a719
replica_0107__exact3tag	107	exact3tag	108407	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0107__exact3tag.tar.gz	initial200_payload_replica_0107__exact3tag.tar.gz	14144957	435bab91f35661d0e56a90123620d3d070f258bb7544e01535a410a9e79d8b20	8ca5adf1c2f40056c5192d4fdd600e752d9c5d110c5437ff609030e717d2cf36
replica_0107__ge4tag	107	ge4tag	30949	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0107__ge4tag.tar.gz	initial200_payload_replica_0107__ge4tag.tar.gz	3899238	dcca756846440d472757cabf11e8bd78d2fb48f2972fd029e86d82e07d66d502	1691913f358c480891d140b1a660f8ec259d5820cfcfb765ea8eaddc96990266
replica_0108__exact3tag	108	exact3tag	108900	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0108__exact3tag.tar.gz	initial200_payload_replica_0108__exact3tag.tar.gz	15003427	119488ee8a443597b7b33d40a736ab4bb6c0e8fe49759c4337da0c179edb758b	c16b632701228811780bdf5e3e75bb54770ff40825ddd852a248937967553ae5
replica_0108__ge4tag	108	ge4tag	30464	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0108__ge4tag.tar.gz	initial200_payload_replica_0108__ge4tag.tar.gz	4414188	558486776cafab6d6cd05743081947331ca58951cccabea1c7fbec0cda86901d	73c9ddae6512ac5d37d068ead8241d3914997ce874930bfa1e39d2d8581dd7a0
replica_0109__exact3tag	109	exact3tag	108189	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0109__exact3tag.tar.gz	initial200_payload_replica_0109__exact3tag.tar.gz	14633608	a573821e7f50c4faed23e2888731a18c118b8c639f8764f12dc1b237d6920c5b	4fa42288dd4ce8d1f45c607daae2e6bbceec7198828256342ee5022842fb3b42
replica_0109__ge4tag	109	ge4tag	30672	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0109__ge4tag.tar.gz	initial200_payload_replica_0109__ge4tag.tar.gz	4210668	821d7653e976698be4bf80422075d9b5200173913b5d27e6d189a6e31a0b90ea	3815966275e48f7485aa6cae7997078129d5a8beddf61d5836e43f224526f69e
replica_0110__exact3tag	110	exact3tag	108875	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0110__exact3tag.tar.gz	initial200_payload_replica_0110__exact3tag.tar.gz	14203878	20c1e2df5793f8165c8801754dd6b580cec8a62e821c2a6b2d64cf8bd56cac62	4ea99b1deece7c86f75bc10b98b08433f5112522a87180226c648ec2ab5e67a8
replica_0110__ge4tag	110	ge4tag	30501	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0110__ge4tag.tar.gz	initial200_payload_replica_0110__ge4tag.tar.gz	3919735	8bfdd053abeaeae9c625cc49c00b4eaf932a4ef30d6fef8c2ca0f707ea7403f5	a10ab8aa0c98afcb51b8f1139e2fb6e9c45aace5f6a4996055dee641ee39ed20
replica_0111__exact3tag	111	exact3tag	109453	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0111__exact3tag.tar.gz	initial200_payload_replica_0111__exact3tag.tar.gz	14484128	14b0621893cfaa67ea2166c5e964352824e728dc6417be955f88d8c2cfc9c324	692a6b230705681681db9ca09654b6c88c563fac9e142bfd8775630348f744ac
replica_0111__ge4tag	111	ge4tag	30509	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0111__ge4tag.tar.gz	initial200_payload_replica_0111__ge4tag.tar.gz	3876990	2abd8515c8e8ab9a17d1213837d8cbe1f45881bc7e33630b8a1c4b09162d9c84	4dcac79e24ae2659f60c58c801d478c035fa93933ffe56cb5ad8a8a47454c86c
replica_0112__exact3tag	112	exact3tag	108401	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0112__exact3tag.tar.gz	initial200_payload_replica_0112__exact3tag.tar.gz	15094557	d82dcb373d1d9b17d977e4037fe6ebd8890767cd3c05ac73b71b2962f0d40eee	f948f8a69708cdaa22141ae0512217600c8937541ffb9df27f90a9fb8aea7e79
replica_0112__ge4tag	112	ge4tag	30762	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0112__ge4tag.tar.gz	initial200_payload_replica_0112__ge4tag.tar.gz	4324358	1b8fc6ab82dbeec138833c9564244aef3e53f35223e0494de8d5cdfc48d7b4e7	0bcf94b575faf0eacfe0a2082043581313c989466466cfab047187e2487d8a3d
replica_0113__exact3tag	113	exact3tag	108580	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0113__exact3tag.tar.gz	initial200_payload_replica_0113__exact3tag.tar.gz	14608067	800e78f1a6b41c3b954fdece4bb4a08b1bee9f804b175fad20402bebeefa5066	d2777e2d68d99f1bb93c282823784f9e06537a418148bd4081f3c1e1e3047a7f
replica_0113__ge4tag	113	ge4tag	30816	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0113__ge4tag.tar.gz	initial200_payload_replica_0113__ge4tag.tar.gz	4185117	793cded3fb4efaa6c71f68a798c76f8384f894920f0b4bc738d904b8ed93c7a7	1ae17c291c17cf24b1331a351aa432610bde75cccb5b72caa5039dfefd4f47c1
replica_0114__exact3tag	114	exact3tag	109561	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0114__exact3tag.tar.gz	initial200_payload_replica_0114__exact3tag.tar.gz	14866853	6814cef68833936734d78452cda650611930605e768e28898061ea50584a6b83	f0e0fd65b0ecc6b8ddd839652988c404ac83de0b4b6719c25b983421c606c962
replica_0114__ge4tag	114	ge4tag	30853	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0114__ge4tag.tar.gz	initial200_payload_replica_0114__ge4tag.tar.gz	4022514	6d5df1b2af3fd6a0b99f377f4a32ce53d21a4df465f1c609b9973bdd6bc7ec91	42c1b0946ec34fc96c850a813aa82af15e9ddcdcf7cc02fc372f2544fc7358db
replica_0115__exact3tag	115	exact3tag	108288	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0115__exact3tag.tar.gz	initial200_payload_replica_0115__exact3tag.tar.gz	14444849	c350f1a04c20e21ca94239e25a1f6d1be223e5b5dd7723a200367b4776794b3e	1ae2322bb01fd82c28c49439ee8e2e42bc1c386d88394bb5bf305a6b339afb98
replica_0115__ge4tag	115	ge4tag	30728	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0115__ge4tag.tar.gz	initial200_payload_replica_0115__ge4tag.tar.gz	4085290	cc6c9ccf800fea92094d4a57947b225d38580eabfbdaef3653010ff8828a7b8a	3ed1c176cdf95c9524287ee3b471b214b4e325eedcd21b4d1e8a2fb47017d4c7
replica_0116__exact3tag	116	exact3tag	108905	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0116__exact3tag.tar.gz	initial200_payload_replica_0116__exact3tag.tar.gz	14696221	302b97ab8323b64340849073694b51a845bba8c0738d0813d9df0d1453543bc9	f89628c9df7f826dd0e89727f1c84c19cf61bbdbee17b10a6e311bb49f2a7ef0
replica_0116__ge4tag	116	ge4tag	30634	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0116__ge4tag.tar.gz	initial200_payload_replica_0116__ge4tag.tar.gz	4179628	5dd10dc4970fa4e2d5516486b8669b6b99901fbae2c7d8c28af4ea2821d613e9	69045714c39e010c8b05330b9676fc3486040da95b4397fd7984990726e813b9
replica_0117__exact3tag	117	exact3tag	108593	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0117__exact3tag.tar.gz	initial200_payload_replica_0117__exact3tag.tar.gz	14579875	a223d1330b1de2d5c1e20405b86d40801b96f0417789cd98d3098b2e72726d42	51714d1cf2906ac47b88fb234bc604fd01181f3167cfd873531189d3a9103235
replica_0117__ge4tag	117	ge4tag	30685	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0117__ge4tag.tar.gz	initial200_payload_replica_0117__ge4tag.tar.gz	4122003	a16bd6013b55b83856c879f6c000571b33a9759bf2bd336f7750f5dfa7117e82	9e5fdecaba60c686bd5c51c756369dafc1fa2e374cc14bc11bfb22b530838e54
replica_0118__exact3tag	118	exact3tag	108331	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0118__exact3tag.tar.gz	initial200_payload_replica_0118__exact3tag.tar.gz	14926186	ee68f8a8ef18cc0da425066fc36f5201ddd70fdfda3f1d1c240e839b3201d11d	5f9ffadf5841f0ed95efd222bf1921ffb0fb7532305dc00352f1383b471d9a2d
replica_0118__ge4tag	118	ge4tag	30578	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0118__ge4tag.tar.gz	initial200_payload_replica_0118__ge4tag.tar.gz	4412472	68a6c7f0e62b2ec8208e9ffd0224c21cf452adee91e911e66cefd6fc6496b342	22fad7aa261fa3055a248b471704f3642212a646b54ff0d6fe48166b40dc6c84
replica_0119__exact3tag	119	exact3tag	108649	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0119__exact3tag.tar.gz	initial200_payload_replica_0119__exact3tag.tar.gz	13881725	77cf3d26f6a70a1dc3af9d060b06e1a6d4f964506257630812efffb65a83b7b4	427ff8c21f9599834d8a6b24fea2876857483f97e50269bbebd23c0a3a318746
replica_0119__ge4tag	119	ge4tag	30886	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0119__ge4tag.tar.gz	initial200_payload_replica_0119__ge4tag.tar.gz	4001953	803bbeff0e6aafd6c7ea3c484ceaf0b4ab68c9fec8893226f0bf4c47c8cd7591	15dfb59e2ad360644ec6bde58ab9e41e3666e4d5fc0914d3f8b2b782f5412c75
replica_0120__exact3tag	120	exact3tag	108049	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0120__exact3tag.tar.gz	initial200_payload_replica_0120__exact3tag.tar.gz	14460819	c6bdb9add5def05b49210921d6cf985d5060b845e9cce72d426164f80d954c01	9bba27b8d9df27763225b77de4bf1e9d332c0bb1fdc1bb4b006ac1ff61fcf018
replica_0120__ge4tag	120	ge4tag	30783	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0120__ge4tag.tar.gz	initial200_payload_replica_0120__ge4tag.tar.gz	4144934	c37a236d0ee98dc7f23b3fe834672bd3be1bf76be9a5f138101546e62de7477d	82bf290c1cde44b43ec45e88cd3b1c8a9aea28486b01e6107cc56687edde90fd
replica_0121__exact3tag	121	exact3tag	108163	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0121__exact3tag.tar.gz	initial200_payload_replica_0121__exact3tag.tar.gz	13799216	de515e975f5a8b00de5e633015bb20594b2570b2b6f5db5ae60ec81b3d3dd145	9fc05ea6b3ec1a6c6f71ba42a3aaed81859ef10fcbf69b126843f9a57e802f6b
replica_0121__ge4tag	121	ge4tag	31255	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0121__ge4tag.tar.gz	initial200_payload_replica_0121__ge4tag.tar.gz	3723805	b3537df838272bab4a861737ab374f8916918318dbc194d1171d7d1a3bd7994b	56ec54f7b0db35f774c9d76983f71123ab7c4dfcb0c6728583de36d47e0ad0bc
replica_0122__exact3tag	122	exact3tag	108353	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0122__exact3tag.tar.gz	initial200_payload_replica_0122__exact3tag.tar.gz	14725837	454cca8864da6d956c0d471ca75e6801f29631e67c535e73fc0b7254ab5d7838	e44ec3f3bdbf7209f73bcf6ec0a248afd32ad5fe866773a687977f5b6a6c0648
replica_0122__ge4tag	122	ge4tag	30568	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0122__ge4tag.tar.gz	initial200_payload_replica_0122__ge4tag.tar.gz	4150418	d9a8bfc5e0dc2bb8f162de7da202201d0415ad995b18df2eca42d20cde2a4bd2	d13d46eef5f0bb4401b62825e9a0b49d9b1d54cf278f885300f88d98cda3bbab
replica_0123__exact3tag	123	exact3tag	108483	/uscms_data/d3/iturkmen/hh4b_delphes/baselines/multivariate_cut_selection_stability_initial200_production_package_v1_20260808/archives/initial200_payload_replica_0123__exact3tag.tar.gz	initial200_payload_replica_0123__exact3tag.tar.gz	14661879	3f9e0ea4b0d12119343f5fb904df549ae35ab6a8af479571cf8b9d832d84ea73	c9e89211d3d1fa218c5751afc2eab4a3b740ff9a615b8bfb0fa98ec104369bdb
